City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
437,sotik post,-0.7813,35.3416,13.86,96,100,0.8,KE,1733182957
438,mandvi,22.8333,69.3667,22.87,37,1,4.9,IN,1733183181
439,arno,60.1167,18.6333,0.59,95,100,8.74,SE,1733183183
440,oranjemund,-28.55,16.4333,16.11,95,19,4.62,NA,1733183187
441,katsuren-haebaru,26.3369,127.8719,22.27,83,75,2.06,JP,1733183189
442,richards bay,-28.783,32.0377,19.89,89,98,1.56,ZA,1733183191
443,shubarshi,48.5872,57.1869,-2.61,79,94,2.12,KZ,1733183194
444,douz,33.4663,9.0203,14.45,54,99,2.83,TN,1733183196
445,juli,-16.2167,-69.45,11.2,70,100,4.61,PE,1733183198
446,gorontalo,0.5412,123.0595,28.53,73,76,1.21,ID,1733183200
447,alesund,62.4723,6.1549,2.64,53,100,6.69,NO,1733183202
448,ambon,-3.6954,128.1814,30.08,74,40,2.06,ID,1733183204
449,quartu sant'elena,39.2419,9.1839,12.22,89,20,1.54,IT,1733183206
450,marathon,44.9,-89.7668,-2.26,75,100,5.14,US,1733183209
451,taoudenni,22.6783,-3.9836,20.66,18,100,5.34,ML,1733183211
452,nhamunda,-2.1861,-56.7131,27.39,66,72,1.01,BR,1733183213
453,bikenibeu village,1.3673,173.1241,31.98,62,20,5.66,KI,1733183215
454,fort st. john,56.2499,-120.8529,-0.06,86,75,6.17,CA,1733182966
455,ayr,55.4627,-4.6339,-0.28,93,0,2.57,GB,1733183219
456,yerofey pavlovich,53.9667,121.9667,-20.09,89,100,1.88,RU,1733183221
457,valderice,38.0401,12.6151,10.5,87,40,2.06,IT,1733183224
458,paredon,16.0333,-93.8667,27.95,60,7,6.7,MX,1733183226
459,hamilton,39.1834,-84.5333,-1.79,80,100,4.63,US,1733183180
460,valerik,43.1797,45.4081,1.33,84,74,0.75,RU,1733183230
461,pacifica,37.6138,-122.4869,18.77,47,20,2.24,US,1733183160
462,xuddur,4.1213,43.8894,21.05,57,6,5.53,SO,1733183234
463,sola,-13.8833,167.55,26.85,71,99,1.0,VU,1733183237
464,al badari,26.9926,31.4155,13.64,62,3,4.19,EG,1733183239
465,lata,40.1629,-8.3327,9.64,98,72,0.51,PT,1733183241
466,ghat,24.9647,10.1728,14.52,26,84,0.64,LY,1733183243
467,al bukayriyah,26.1442,43.6593,12.87,46,0,4.84,SA,1733183245
468,alotau,-10.3069,150.4462,30.91,66,86,2.21,PG,1733183248
469,eirunepe,-6.6603,-69.8736,28.29,60,95,1.74,BR,1733183250
470,dunedin,-45.8742,170.5036,19.33,84,97,1.79,NZ,1733183254
471,el granada,37.5027,-122.4694,18.9,49,20,1.54,US,1733183256
472,panuco,22.05,-98.1667,23.51,81,55,3.22,MX,1733183261
473,waddan,29.1614,16.139,12.3,50,81,1.93,LY,1733183263
474,ust'-ilimsk,58.0006,102.6619,-17.56,97,100,2.17,RU,1733183265
475,yinchuan,38.4681,106.2731,-1.15,36,2,0.22,CN,1733183267
476,gamboru,12.3707,14.2173,21.4,56,29,4.14,NG,1733183269
477,iwaki,37.05,140.8833,13.38,68,19,1.33,JP,1733183271
478,andirin,37.5776,36.3549,2.47,46,13,3.3,TR,1733183273
479,tafuna,-14.3358,-170.72,30.97,74,40,5.14,AS,1733183276
480,acarau,-2.8856,-40.12,26.32,80,38,5.27,BR,1733183278
