City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
304,susuman,62.7833,148.1667,244.52,95,91,0.19,RU,1732752766
305,mersa matruh,31.3525,27.2453,291.42,65,78,3.95,EG,1732752520
306,pemangkat,1.1667,108.9667,299.21,86,100,1.86,ID,1732752770
307,baramula,34.2,74.35,274.39,34,0,0.89,IN,1732752773
308,sharm el-sheikh,27.8518,34.305,291.77,42,9,3.04,EG,1732752775
309,chibougamau,49.9168,-74.3659,267.94,93,100,3.6,CA,1732752629
310,lerwick,60.1545,-1.1494,278.89,69,21,2.25,GB,1732752759
311,shalqar,47.8333,59.6,272.76,65,19,3.83,KZ,1732752782
312,darwin,-12.4611,130.8418,303.14,74,75,2.06,AU,1732752578
313,ribeira brava,32.65,-17.0667,292.99,80,86,1.65,PT,1732752786
314,mahanoro,-19.9,48.8,296.94,86,29,1.69,MG,1732752790
315,vernon,50.2581,-119.2691,275.33,73,90,0.76,CA,1732752792
316,tynda,55.1667,124.7167,249.62,98,96,1.43,RU,1732752795
317,northam,51.0333,-4.2167,277.67,85,67,3.25,GB,1732752797
318,road town,18.4167,-64.6167,300.17,89,20,5.14,VG,1732752799
319,betio village,1.358,172.9211,301.46,70,97,5.58,KI,1732752801
320,kamaishi,39.2667,141.8833,281.85,73,64,4.83,JP,1732752803
321,la peca,-5.6111,-78.435,296.93,74,89,1.82,PE,1732752516
322,erzincan,39.75,39.5,256.76,85,100,0.0,TR,1732752808
323,poplar bluff,36.757,-90.3929,281.05,54,100,3.6,US,1732752644
324,graaff-reinet,-32.2522,24.5308,286.44,74,80,7.92,ZA,1732752794
325,krasnovishersk,60.4078,57.082,263.94,99,88,1.36,RU,1732752814
326,pachelma,53.2443,43.3521,272.68,89,100,1.33,RU,1732752817
327,buzdyak,54.5833,54.55,270.68,66,69,1.45,RU,1732752819
328,kill devil hills,36.0307,-75.676,288.14,75,40,2.57,US,1732752724
329,al mawsil al jadidah,36.3346,43.0978,280.33,72,4,1.98,IQ,1732752823
330,ta`u,-14.2336,-169.5144,301.03,79,90,4.17,AS,1732752825
331,suntar,62.1444,117.6319,257.3,97,90,2.46,RU,1732752828
332,tazovsky,67.4667,78.7,262.04,92,49,5.2,RU,1732752830
333,bovalino,38.149,16.174,286.09,71,41,2.36,IT,1732752832
334,jasper,37.2001,-94.3502,280.4,75,100,8.75,US,1732752834
335,waingapu,-9.6567,120.2641,302.53,73,62,1.21,ID,1732752836
336,mohr,54.3528,9.7167,280.23,92,96,1.03,DE,1732752839
